@attribute 'UnaryExpr' integer
@attribute 'UnionType' integer
@attribute 'UnknownType' integer
@attribute 'VariableDeclarationExpr' integer
@attribute 'VariableDeclarator' integer
@attribute 'VoidType' integer
@attribute 'WhileStmt' integer
@attribute 'WildcardType' integer
@attribute 'classification' integer
@attribute 'ID' integer

@data 

0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 8, 0, 3, 0, 40, 5, 0, 4, 1, 1, 1, 1, 0, 2, 32, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 629
0, 0, 0, 0, 0, 1, 0, 0, 13, 2, 0, 26, 3, 0, 0, 0, 0, 0, 1, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 13, 0, 0, 2, 8, 0, 0, 0, 0, 25, 0, 0, 1, 0, 0, 5, 20, 0, 24, 0, 56, 27, 0, 10, 2, 2, 1, 11, 0, 13, 155, 1, 23, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 0, 0, 0, 630
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 4, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 18, 8, 0, 0, 0, 1, 1, 2, 0, 2, 31, 3, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 631
0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 0, 8, 2, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 0, 0, 1, 8, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 2, 7, 0, 7, 0, 47, 9, 0, 4, 1, 1, 1, 3, 0, 4, 51, 1, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 632
0, 0, 0, 0, 0, 2, 0, 0, 7, 2, 0, 16, 4, 0, 0, 0, 0, 13, 1, 36, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 0, 0, 2, 10, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 3, 45, 0, 13, 0, 71, 16, 0, 18, 2, 1, 1, 6, 1, 8, 132, 2, 29, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 633
0, 0, 0, 0, 0, 2, 0, 0, 9, 4, 0, 22, 2, 0, 0, 0, 0, 9, 1, 38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 8, 0, 0, 4, 9, 0, 0, 0, 0, 16, 0, 0, 1, 0, 0, 6, 31, 1, 16, 0, 65, 24, 0, 12, 4, 2, 1, 8, 1, 10, 137, 2, 21, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 634
0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 6, 2, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 1, 7, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 11, 0, 5, 0, 41, 7, 0, 5, 1, 1, 1, 2, 0, 3, 45, 1, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 635
0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 0, 10, 2, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 1, 9, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 3, 7, 0, 9, 0, 51, 11, 0, 4, 1, 1, 1, 4, 3, 5, 58, 1, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 636
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 17, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 32, 8, 0, 0, 0, 1, 1, 2, 0, 2, 44, 17, 34, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 637
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 2, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 9, 0, 3, 0, 40, 5, 0, 4, 1, 1, 1, 1, 0, 2, 33, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 638
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 18, 8, 0, 0, 0, 1, 1, 2, 0, 2, 30, 3, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 639
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 18, 8, 0, 0, 0, 1, 1, 2, 0, 2, 30, 3, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 640
0, 0, 0, 0, 0, 2, 0, 0, 11, 5, 0, 30, 3, 0, 0, 0, 0, 11, 1, 44, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 11, 13, 11, 0, 0, 5, 10, 0, 0, 0, 0, 22, 0, 0, 1, 0, 0, 8, 38, 0, 21, 0, 73, 28, 0, 15, 5, 1, 1, 10, 3, 15, 166, 2, 25, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 641
0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 0, 12, 1, 0, 0, 0, 0, 0, 1, 13, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 5, 4, 0, 0, 3, 8, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 3, 6, 0, 7, 0, 47, 11, 0, 3, 3, 1, 1, 3, 2, 6, 50, 1, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 642
0, 0, 0, 0, 0, 1, 0, 0, 4, 2, 0, 8, 3, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 0, 0, 2, 8, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 1, 10, 0, 6, 0, 47, 9, 0, 5, 2, 2, 1, 2, 3, 4, 52, 1, 8, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 643
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 8, 0, 3, 0, 40, 5, 0, 4, 1, 1, 1, 1, 0, 2, 32, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 644
0, 0, 0, 0, 0, 2, 0, 0, 6, 2, 0, 14, 3, 0, 0, 0, 0, 10, 1, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 0, 0, 2, 9, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 3, 35, 0, 11, 0, 64, 14, 0, 14, 2, 1, 1, 5, 4, 7, 106, 2, 23, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 645
0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 7, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 39, 3, 0, 3, 1, 1, 1, 0, 0, 1, 20, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 646
0, 0, 0, 0, 0, 1, 0, 0, 5, 3, 0, 10, 5, 0, 0, 0, 0, 0, 1, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 3, 8, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 14, 0, 7, 0, 48, 11, 0, 7, 3, 3, 1, 2, 0, 5, 70, 1, 11, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 647
0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 6, 3, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 1, 8, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 10, 0, 5, 0, 46, 7, 0, 5, 1, 1, 1, 2, 0, 3, 44, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 648
0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 6, 2, 0, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 2, 9, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 9, 0, 4, 0, 49, 7, 0, 4, 2, 2, 1, 1, 0, 3, 44, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 649
0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 9, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 3, 0, 1, 0, 49, 3, 0, 2, 1, 1, 1, 0, 0, 1, 17, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 650
0, 0, 0, 0, 0, 2, 0, 0, 5, 2, 0, 12, 2, 0, 0, 0, 0, 9, 1, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 2, 9, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 3, 31, 0, 9, 0, 62, 12, 0, 12, 2, 1, 1, 4, 1, 6, 94, 2, 21, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 651
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 18, 8, 0, 0, 0, 1, 1, 2, 0, 2, 30, 3, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 652
0, 0, 0, 0, 0, 1, 0, 0, 7, 1, 0, 14, 4, 0, 0, 0, 0, 0, 1, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 0, 0, 1, 8, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 3, 9, 0, 13, 0, 50, 15, 0, 6, 1, 1, 1, 6, 3, 7, 80, 1, 5, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 653
0, 0, 0, 0, 0, 2, 0, 0, 5, 3, 0, 12, 10, 0, 0, 0, 0, 8, 1, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 5, 0, 0, 3, 9, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 2, 39, 0, 8, 0, 61, 13, 0, 12, 3, 2, 1, 3, 0, 6, 105, 2, 22, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 654
0, 0, 0, 0, 0, 1, 0, 0, 7, 3, 0, 16, 2, 0, 0, 0, 0, 0, 1, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 7, 0, 0, 3, 9, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 5, 9, 0, 12, 0, 53, 16, 0, 4, 3, 2, 1, 5, 0, 8, 85, 1, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 0, 0, 655
0, 0, 0, 0, 0, 1, 0, 0, 17, 4, 0, 31, 2, 0, 0, 0, 0, 0, 1, 42, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 17, 21, 11, 0, 0, 4, 9, 0, 0, 0, 0, 22, 0, 0, 1, 0, 0, 9, 7, 0, 21, 0, 57, 35, 0, 4, 4, 1, 1, 16, 0, 14, 157, 1, 5, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 656
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 6, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 21, 8, 0, 0, 0, 1, 1, 2, 0, 2, 33, 6, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 657
0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 7, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 39, 3, 0, 3, 1, 1, 1, 0, 0, 1, 20, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 658
0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 6, 2, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 1, 8, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 1, 7, 0, 5, 0, 46, 7, 0, 4, 1, 1, 1, 2, 0, 3, 41, 1, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 659
0, 0, 0, 0, 0, 2, 0, 0, 6, 2, 0, 14, 3, 0, 0, 0, 0, 12, 1, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 0, 0, 2, 10, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 3, 41, 0, 11, 0, 70, 14, 0, 16, 2, 1, 1, 5, 1, 7, 117, 2, 27, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 660
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 2, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 9, 0, 3, 0, 40, 5, 0, 4, 1, 1, 1, 1, 0, 2, 33, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 661
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 2, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 8, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 7, 0, 3, 0, 45, 5, 0, 4, 1, 1, 1, 1, 0, 2, 31, 1, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 662
0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 7, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 39, 3, 0, 3, 1, 1, 1, 0, 0, 1, 20, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 663
0, 0, 0, 0, 0, 1, 0, 0, 5, 3, 0, 10, 3, 0, 0, 0, 0, 0, 1, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 3, 8, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 2, 12, 0, 7, 0, 48, 11, 0, 5, 3, 3, 1, 2, 0, 5, 68, 1, 11, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 664
0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 7, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0, 1, 0, 39, 3, 0, 3, 1, 1, 1, 0, 0, 1, 20, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 665
0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 4, 2, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 2, 7, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 9, 0, 2, 0, 40, 5, 0, 4, 2, 2, 1, 0, 0, 2, 34, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 666
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 1, 0, 0, 0, 0, 7, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 2, 0, 22, 8, 0, 0, 0, 1, 1, 2, 0, 2, 34, 7, 14, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 667
0, 0, 0, 0, 0, 1, 0, 0, 8, 1, 0, 16, 1, 0, 0, 0, 0, 0, 1, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 8, 0, 0, 1, 9, 0, 0, 0, 0, 16, 0, 0, 1, 0, 0, 3, 14, 0, 15, 0, 54, 17, 0, 7, 1, 1, 1, 7, 0, 8, 98, 1, 17, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 0, 0, 668
0, 0, 0, 0, 0, 1, 0, 0, 5, 2, 0, 14, 0, 0, 0, 0, 0, 1, 1, 15, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 6, 5, 0, 0, 2, 8, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 4, 5, 0, 10, 0, 55, 13, 0, 3, 2, 0, 1, 5, 1, 7, 60, 2, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 669
0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 4, 2, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 2, 7, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 9, 0, 2, 0, 40, 5, 0, 4, 2, 2, 1, 0, 0, 2, 34, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 670
0, 0, 0, 0, 0, 2, 0, 0, 10, 6, 0, 30, 3, 0, 0, 0, 0, 9, 1, 39, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 11, 10, 0, 0, 6, 9, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 8, 31, 0, 19, 0, 67, 26, 0, 12, 6, 1, 1, 9, 3, 15, 146, 2, 23, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 0, 0, 0, 671
0, 0, 0, 0, 0, 1, 0, 0, 6, 1, 0, 12, 3, 0, 0, 0, 0, 0, 1, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 0, 0, 1, 8, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 3, 10, 0, 11, 0, 49, 13, 0, 5, 1, 1, 1, 5, 0, 6, 74, 1, 8, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 672
0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 6, 3, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 1, 8, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 10, 0, 5, 0, 46, 7, 0, 5, 1, 1, 1, 2, 0, 3, 44, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 673
0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 8, 1, 0, 0, 0, 0, 0, 1, 11, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 4, 3, 0, 0, 2, 8, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 2, 6, 0, 5, 0, 46, 8, 0, 3, 2, 1, 1, 2, 1, 4, 40, 1, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 674
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 2, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 8, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 7, 0, 3, 0, 45, 5, 0, 4, 1, 1, 1, 1, 0, 2, 31, 1, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 675
0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 6, 2, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 1, 5, 0, 6, 0, 43, 7, 0, 4, 0, 0, 1, 3, 0, 3, 38, 1, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 676
0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 1, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 1, 7, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 8, 0, 3, 0, 40, 5, 0, 4, 1, 1, 1, 1, 0, 2, 32, 1, 8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 677
0, 0, 0, 0, 0, 2, 0, 0, 5, 2, 0, 12, 2, 0, 0, 0, 0, 11, 1, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 2, 9, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 3, 37, 0, 9, 0, 64, 12, 0, 14, 2, 1, 1, 4, 1, 6, 102, 2, 25, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 678
0, 0, 0, 0, 0, 1, 0, 0, 5, 1, 0, 10, 1, 0, 0, 0, 0, 0, 1, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 1, 8, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 4, 6, 0, 9, 0, 48, 11, 0, 3, 1, 1, 1, 4, 0, 5, 60, 1, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 679
0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 6, 1, 0, 0, 0, 0, 0, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 0, 0, 1, 7, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 10, 0, 5, 0, 41, 7, 0, 5, 1, 1, 1, 2, 0, 3, 44, 1, 11, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 680
0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 2, 3, 0, 4, 0, 39, 5, 0, 2, 0, 0, 1, 2, 0, 2, 26, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 681
0, 0, 0, 0, 0, 1, 0, 0, 8, 2, 0, 16, 2, 0, 0, 0, 0, 0, 1, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 8, 0, 0, 2, 7, 0, 0, 0, 0, 15, 0, 0, 1, 0, 0, 0, 21, 0, 14, 0, 46, 17, 0, 10, 2, 2, 1, 6, 0, 8, 106, 1, 26, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 0, 0, 682
0, 0, 0, 0, 0, 2, 0, 0, 11, 2, 0, 24, 2, 0, 0, 0, 0, 10, 1, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 11, 0, 0, 2, 10, 0, 0, 0, 0, 22, 0, 0, 1, 0, 0, 9, 34, 0, 21, 0, 72, 24, 0, 13, 2, 1, 1, 10, 1, 12, 158, 2, 23, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 683
